gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s),delta_x,delta_y,delta_z,delta_vx,delta_vy,delta_vz
-2.705570348705219571e+06,4.688705407094928436e+06,3.360430960927690379e+06,4.052060298149656736e-01,-9.375754265094773388e-01,4.905804526061277593e-02,7.475754851941019297e+00,-2.728402719832956791e+00,-2.576711439993232489e+00,-3.299432196463386591e-01,-2.400601036806632171e-01,4.198003929966175052e-02
-2.705578553899544757e+06,4.688705831318489276e+06,3.360417506264891941e+06,3.912938690699457323e-01,-9.375978452139690500e-01,-1.190342736349764841e-01,-8.205194325186312199e+00,4.242235608398914337e-01,-1.345466279843822122e+01,-1.391216074501994138e-02,-2.241870449171123880e-05,-1.680923188955892600e-01
-2.705583338254148141e+06,4.688707448343206197e+06,3.360426234543135390e+06,1.524459132034875763e-01,-1.011898435126427520e+00,-7.536700050257648387e-02,-4.784354603383690119e+00,1.617024716921150684e+00,8.728278243448585272e+00,-2.388479558664581559e-01,-7.430058991245847011e-02,4.366727313240000019e-02
-2.705572637003409211e+06,4.688704434764339589e+06,3.360435274920745287e+06,1.440874540094465583e-01,-9.930266101732230233e-01,-6.811473426634544193e-02,1.070125073892995715e+01,-3.013578866608440876e+00,9.040377609897404909e+00,-8.358459194041018003e-03,1.887182495320449682e-02,7.252266236231041940e-03
-2.705567904239566531e+06,4.688705729134912603e+06,3.360440119636875112e+06,1.556750669040141699e-01,-1.029747627110189967e+00,-3.541556785814325287e-02,4.732763842679560184e+00,1.294370573014020920e+00,4.844716129824519157e+00,1.158761289456761157e-02,-3.672101693696694369e-02,3.269916640820218906e-02
-2.705578679223995656e+06,4.688702606110556982e+06,3.360443352249896154e+06,9.848454559873576208e-02,-9.302270945686721415e-01,3.285300827789477268e-02,-1.077498442912474275e+01,-3.123024355620145798e+00,3.232613021042197943e+00,-5.719052130527840783e-02,9.952053254151782546e-02,6.826857613603802555e-02
-2.705580405410711188e+06,4.688706278544497676e+06,3.360426628913189285e+06,2.454656836155868702e-02,-1.078819844290586305e+00,-4.066176899194626215e-02,-1.726186715532094240e+00,3.672433940693736076e+00,-1.672333670686930418e+01,-7.393797723717707160e-02,-1.485927497219141635e-01,-7.351477726984104177e-02
-2.705582734310642816e+06,4.688703420101628639e+06,3.360422422655165195e+06,1.962162803644228182e-02,-9.181775363458671846e-01,4.526248509553318367e-02,-2.328899931628257036e+00,-2.858442869037389755e+00,-4.206258024089038372e+00,-4.924940325116405199e-03,1.606423079447191204e-01,8.592425408747944582e-02
-2.705576131324535701e+06,4.688696061424384825e+06,3.360428821030271240e+06,-3.640840812191889486e-03,-1.045625793846193252e+00,2.083833560663046064e-02,6.602986107114702463e+00,-7.358677243813872337e+00,6.398375106044113636e+00,-2.326246884863417130e-02,-1.274482575003260676e-01,-2.442414948890272303e-02
-2.705579004540234804e+06,4.688692756403461099e+06,3.360424718431305140e+06,-1.036464806344616907e-04,-9.607735565002597511e-01,4.528420387919690482e-02,-2.873215699102729559e+00,-3.305020923726260662e+00,-4.102598966099321842e+00,3.537194331557427796e-03,8.485223734593350109e-02,2.444586827256644418e-02
-2.705578531267278362e+06,4.688708851205981337e+06,3.360439535497867502e+06,5.213313474164796638e-03,-1.019566157192526745e+00,-3.508146097374908318e-02,4.732729564420878887e-01,1.609480252023786306e+01,1.481706656236201525e+01,5.316959954799258328e-03,-5.879260069226699414e-02,-8.036566485294599493e-02
-2.705579835698602255e+06,4.688695057594285347e+06,3.360417781947776210e+06,-3.031202370415721215e-02,-1.041228164614636853e+00,-1.103864104024351589e-01,-1.304431323893368244e+00,-1.379361169598996639e+01,-2.175355009129270911e+01,-3.552533717832200705e-02,-2.166200742211010777e-02,-7.530494942868606878e-02
-2.705570608887698501e+06,4.688690170729324222e+06,3.360434862400036305e+06,1.423733265922851390e-03,-8.655011490912275507e-01,-2.944140558636854088e-02,9.226810903754085302e+00,-4.886864961124956608e+00,1.708045226009562612e+01,3.173575697008006180e-02,1.757270155234093023e-01,8.094500481606661801e-02
-2.705574258346297778e+06,4.688697154621922411e+06,3.360426158694248181e+06,-2.597027227131962906e-02,-9.819776349299467189e-01,2.045134359101783220e-02,-3.649458599276840687e+00,6.983892598189413548e+00,-8.703705788124352694e+00,-2.739400553724247872e-02,-1.164764858387191682e-01,4.989274917738636961e-02
-2.705578026124608703e+06,4.688688229590306059e+06,3.360427488935695961e+06,-3.826345302535057863e-02,-1.052055229900571653e+00,4.578995651366810082e-02,-3.767778310924768448e+00,-8.925031616352498531e+00,1.330241447780281305e+00,-1.229318075403094956e-02,-7.007759497062493459e-02,2.533861292265026863e-02
-2.705578934621350840e+06,4.688685063415345736e+06,3.360439674104656558e+06,1.300000778531762782e-02,-9.982756836028883196e-01,3.756810671669563728e-02,-9.084967421367764473e-01,-3.166174960322678089e+00,1.218516896059736609e+01,5.126346081066820992e-02,5.377954629768333383e-02,-8.221849796972463542e-03
-2.705568880546675529e+06,4.688696896147693507e+06,3.360425608921995386e+06,1.435007779101260886e-02,-1.053091486488982875e+00,8.872606014365173877e-02,1.005407467531040311e+01,1.183273234777152538e+01,-1.406518266117200255e+01,1.350070005694981035e-03,-5.481580288609455565e-02,5.115795342695610148e-02
-2.705577262958378997e+06,4.688690671278446913e+06,3.360428830979743972e+06,1.179756029474606505e-01,-1.001085547362165817e+00,-7.084474342226177411e-03,-8.382411703467369080e+00,-6.224869246594607830e+00,3.222057748585939407e+00,1.036255251564480451e-01,5.200593912681705788e-02,-9.581053448587791010e-02
-2.705582360802835319e+06,4.688692997673474252e+06,3.360432354986637831e+06,9.597223256466753949e-02,-8.943736807985791515e-01,2.568468807711814586e-02,-5.097844456322491169e+00,2.326395027339458466e+00,3.524006893858313560e+00,-2.200337038279311097e-02,1.067118665635866659e-01,3.276916241934432067e-02
-2.705575191610791720e+06,4.688689174166921526e+06,3.360426745266318787e+06,-7.195121671846212152e-02,-8.963286171771079891e-01,-1.054315098362728353e-01,7.169192043598741293e+00,-3.823506552726030350e+00,-5.609720319043844938e+00,-1.679234492831296610e-01,-1.954936378528837615e-03,-1.311161979133909916e-01
-2.705579995521286968e+06,4.688692697632079013e+06,3.360441561940633226e+06,2.565963556396515244e-02,-9.416643064389066398e-01,9.544966851514213868e-02,-4.803910495247691870e+00,3.523465157486498356e+00,1.481667431443929672e+01,9.761085228242727396e-02,-4.533568926179865066e-02,2.008811783514149740e-01
-2.705585603455582634e+06,4.688691812913608737e+06,3.360431491925302893e+06,2.933475412724409481e-01,-9.358961322563135177e-01,6.470755782133384704e-02,-5.607934295665472746e+00,-8.847184702754020691e-01,-1.007001533033326268e+01,2.676879057084757818e-01,5.768174182593122090e-03,-3.074211069380829164e-02
-2.705575608032187447e+06,4.688682196467753500e+06,3.360433541868376546e+06,5.841955170579462564e-01,-6.376428412957060310e-01,-2.920592784330820757e-02,9.995423395186662674e+00,-9.616445855237543583e+00,2.049943073652684689e+00,2.908479757855053083e-01,2.982532909606074867e-01,-9.391348566464205461e-02
-2.705573417362399399e+06,4.688679418347931467e+06,3.360422425569807179e+06,9.241951605888115706e-01,-3.843372434421430395e-01,6.773659275222288119e-03,2.190669788047671318e+00,-2.778119822032749653e+00,-1.111629856936633587e+01,3.399996435308653142e-01,2.533055978535629915e-01,3.597958711853049829e-02
-2.705571087243377231e+06,4.688684998265203089e+06,3.360434632381395437e+06,9.808549162580135761e-01,-2.385581641799245090e-01,-4.486522700288175791e-02,2.330119022168219090e+00,5.579917271621525288e+00,1.220681158825755119e+01,5.665975566920200546e-02,1.457790792622185305e-01,-5.163888627810404863e-02
-2.705577382596959360e+06,4.688684795231492259e+06,3.360435269909329247e+06,1.021627959942386532e+00,-8.065959627248385500e-02,5.988153406337886481e-02,-6.295353582128882408e+00,-2.030337108299136162e-01,6.375279338099062443e-01,4.077304368437295601e-02,1.578985679074406678e-01,1.047467610662606297e-01
-2.705576567084490787e+06,4.688684203808099963e+06,3.360436248812341131e+06,9.629943141928667405e-01,-1.324084004260965008e-01,-2.026759906368070033e-02,8.155124685727059841e-01,-5.914233922958374023e-01,9.789030118845403194e-01,-5.863364574951979158e-02,-5.174880415361264585e-02,-8.014913312705956860e-02
-2.705564318879400380e+06,4.688687774511881173e+06,3.360435290569261182e+06,9.922861742267395924e-01,-3.340064899443479646e-02,-2.168079979342885794e-02,1.224820509040728211e+01,3.570703781209886074e+00,-9.582430799491703510e-01,2.929186003387285187e-02,9.900775143166171133e-02,-1.413200729748157608e-03
-2.705567552691868972e+06,4.688689263032686897e+06,3.360432603488756344e+06,9.753016410787981316e-01,1.016044252563919753e-02,-2.287084230602957555e-02,-3.233812468592077494e+00,1.488520805723965168e+00,-2.687080504838377237e+00,-1.698453314794146074e-02,4.356109152007399399e-02,-1.190042512600717611e-03
-2.705562464970575180e+06,4.688682109277529642e+06,3.360427515685556456e+06,1.007328936318234947e+00,2.111270835939585422e-02,-9.827190768816794486e-02,5.087721293792128563e+00,-7.153755157254636288e+00,-5.087803199887275696e+00,3.202729523943681489e-02,1.095226583375665669e-02,-7.540106538213836584e-02
-2.705567702090222854e+06,4.688681296191781759e+06,3.360441519881132059e+06,1.047252629942098778e+00,-8.853565643304509014e-02,-7.088779951708200876e-03,-5.237119647674262524e+00,-8.130857478827238083e-01,1.400419557560235262e+01,3.992369362386383180e-02,-1.096483647924409444e-01,9.118312773645974312e-02
-2.705563187746569980e+06,4.688676959971865639e+06,3.360429890459629707e+06,1.057937978687390812e+00,7.799499391026155914e-02,7.106701826728258065e-02,4.514343652874231339e+00,-4.336219916120171547e+00,-1.162942150235176086e+01,1.068534874529203371e-02,1.665306503433066632e-01,7.815579821899078239e-02
-2.705568034781209193e+06,4.688680032191820443e+06,3.360433274445867632e+06,1.009105627748373424e+00,3.684976898938940870e-02,9.403731358804732696e-03,-4.847034639213234186e+00,3.072219954803586006e+00,3.383986237924546003e+00,-4.883235093901738821e-02,-4.114522492087215044e-02,-6.166328690847784622e-02
-2.705567620391063392e+06,4.688683725751978345e+06,3.360433275515317451e+06,9.993196336844608618e-01,-1.041656741744862932e-02,-4.560515979715303253e-04,4.143901458010077477e-01,3.693560157902538776e+00,1.069449819624423981e-03,-9.785994063912561991e-03,-4.726633640683804150e-02,-9.859782956776263346e-03
-2.705563873564720154e+06,4.688691061957399361e+06,3.360422955017788336e+06,1.141949789418199801e+00,-4.256852798131635640e-02,-5.916245756290412772e-02,3.746826343238353729e+00,7.336205421015620232e+00,-1.032049752911552787e+01,1.426301557337389392e-01,-3.215196056386772361e-02,-5.870640596493259533e-02
-2.705565068239185028e+06,4.688683337900538929e+06,3.360418529053751845e+06,1.052208882381878485e+00,-4.568638933142119690e-02,3.864655338836588822e-02,-1.194674464873969555e+00,-7.724056860432028770e+00,-4.425964036490768194e+00,-8.974090703632131572e-02,-3.117861350104840501e-03,9.780901095127000899e-02
-2.705554737606391776e+06,4.688683024790667929e+06,3.360425712288365699e+06,9.823924037489348837e-01,-2.829776231898860003e-02,-3.298939623103794294e-02,1.033063279325142503e+01,-3.131098710000514984e-01,7.183234613854438066e+00,-6.981647863294360157e-02,1.738862701243259687e-02,-7.163594961940383810e-02
-2.705557079690251034e+06,4.688681632804157212e+06,3.360439657796871848e+06,9.063242607131666295e-01,-6.108303900585198426e-02,-2.544110418764415626e-02,-2.342083859257400036e+00,-1.391986510716378689e+00,1.394550850614905357e+01,-7.606814303576825420e-02,-3.278527668686338770e-02,7.548292043393786677e-03
-2.705558021308675874e+06,4.688690540256222710e+06,3.360431863153886981e+06,1.006100487589859371e+00,-3.723501163557298849e-02,-1.815059174271274264e-02,-9.416184248402714729e-01,8.907452065497636795e+00,-7.794642984867095947e+00,9.977622687669274182e-02,2.384802737027899577e-02,7.290512444931413621e-03
-2.705566359123611357e+06,4.688682790011518635e+06,3.360436557608544361e+06,9.913217116599919443e-01,2.572576265366315340e-01,2.962756191684853824e-02,-8.337814935483038425e+00,-7.750244704075157642e+00,4.694454657379537821e+00,-1.477877592986742705e-02,2.944926381722045017e-01,4.777815365956128435e-02
-2.705561619198830798e+06,4.688683720371291973e+06,3.360425551150871441e+06,6.816697187723850249e-01,7.601800471033292039e-01,4.301705613345951917e-02,4.739924780558794737e+00,9.303597733378410339e-01,-1.100645767292007804e+01,-3.096519928876069194e-01,5.029224205666976699e-01,1.338949421661098094e-02
-2.705558477984596044e+06,4.688687337380064651e+06,3.360431812470752746e+06,4.793928505039686816e-01,9.256108734643599956e-01,-2.857892876267835447e-02,3.141214234754443169e+00,3.617008772678673267e+00,6.261319881305098534e+00,-2.022768682684163433e-01,1.654308263610307916e-01,-7.159598489613787364e-02
-2.705555493538320996e+06,4.688689236417493783e+06,3.360430886592120863e+06,2.591306498313362128e-01,9.509989380271057779e-01,1.344844481169876239e-02,2.984446275047957897e+00,1.899037429131567478e+00,-9.258786318823695183e-01,-2.202622006726324688e-01,2.538806456274578238e-02,4.202737357437711513e-02
-2.705560331470230129e+06,4.688685487796502188e+06,3.360434469625701662e+06,1.158745423650513334e-01,1.010647524178722501e+00,-4.256648558331662530e-02,-4.837931909132748842e+00,-3.748620991595089436e+00,3.583033580798655748e+00,-1.432561074662848655e-01,5.964858615161672262e-02,-5.601493039501538596e-02
-2.705557270869140513e+06,4.688690024936993606e+06,3.360432961812580936e+06,3.338263321718837329e-02,1.096849334194037295e+00,-2.054693859038802996e-03,3.060601089615374804e+00,4.537140491418540478e+00,-1.507813120726495981e+00,-8.249190914786296014e-02,8.620181001531479481e-02,4.051179172427782360e-02
-2.705563978719667066e+06,4.688692314622829668e+06,3.360431966923346743e+06,7.321475163502089156e-02,1.042194057784705530e+00,4.882241588758004860e-03,-6.707850526552647352e+00,2.289685836061835289e+00,-9.948892341926693916e-01,3.983211841783251828e-02,-5.465527640933176556e-02,6.936935447796808291e-03
-2.705559366899275687e+06,4.688695427920277230e+06,3.360418772845161147e+06,1.835549157529672154e-02,1.047784296208840615e+00,-4.910595476983937308e-02,4.611820391379296780e+00,3.113297447562217712e+00,-1.319407818559557199e+01,-5.485926005972417002e-02,5.590238424135085538e-03,-5.398819635859737620e-02
-2.705565016748704948e+06,4.688700618925429881e+06,3.360433837577006314e+06,-3.433019105141442429e-02,9.873376698108422556e-01,-6.180240702673914927e-02,-5.649849429260939360e+00,5.191005152650177479e+00,1.506473184516653419e+01,-5.268568262671114583e-02,-6.044662639799835979e-02,-1.269645225689977619e-02
-2.705556407913927455e+06,4.688692676700209267e+06,3.360423596472241450e+06,1.221016625912355047e-03,1.030325968632325395e+00,2.442961590200429939e-02,8.608834777493029833e+00,-7.942225220613181591e+00,-1.024110476486384869e+01,3.555120767732677933e-02,4.298829882148313963e-02,8.623202292874344865e-02
-2.705549093333963770e+06,4.688696943223040551e+06,3.360418245988346636e+06,4.848930166518772289e-02,1.077873709338723174e+00,3.376922964017916445e-02,7.314579963684082031e+00,4.266522831283509731e+00,-5.350483894813805819e+00,4.726828503927536784e-02,4.754774070639777861e-02,9.339613738174865065e-03
-2.705552342681068461e+06,4.688699445127716288e+06,3.360431855647866614e+06,-2.368867934228435085e-02,9.987263626728846155e-01,-7.274123907822602209e-02,-3.249347104690968990e+00,2.501904675737023354e+00,1.360965951997786760e+01,-7.217798100747208068e-02,-7.914734666583855827e-02,-1.065104687184051935e-01
-2.705548469915406778e+06,4.688698632733917795e+06,3.360430979293531738e+06,4.532404550807407617e-02,1.100868649244607145e+00,-2.198830500199763782e-02,3.872765661682933569e+00,-8.123937984928488731e-01,-8.763543348759412766e-01,6.901272485035842008e-02,1.021422865717225292e-01,5.075293407622838426e-02
-2.705568654533280060e+06,4.688693358929775655e+06,3.360435509869711474e+06,-2.079552414508426678e-02,9.782217745959828070e-01,3.754974767035588155e-04,-2.018461787328124046e+01,-5.273804142139852047e+00,4.530576179735362530e+00,-6.611956965315834989e-02,-1.226468746486243377e-01,2.236380247870119534e-02
-2.705554546023712028e+06,4.688692969994137995e+06,3.360434082999562845e+06,2.939040509493493630e-02,1.031850905456584533e+00,-2.820791535418584479e-03,1.410850956803187728e+01,-3.889356376603245735e-01,-1.426870148628950119e+00,5.018592924001920308e-02,5.362913086060172585e-02,-3.196289012122143294e-03
-2.705558005861797370e+06,4.688703047485985793e+06,3.360425720678752288e+06,-8.399712578082094497e-03,9.969797996156640751e-01,9.444561731008854766e-03,-3.459838085342198610e+00,1.007749184779822826e+01,-8.362320810556411743e+00,-3.779011767301702907e-02,-3.487110584092045773e-02,1.226535326642743881e-02
-2.705551726574841887e+06,4.688697034452845342e+06,3.360420417745161802e+06,3.018945223416814178e-02,8.861426455086808263e-01,-5.956055984948915166e-02,6.279286955483257771e+00,-6.013033140450716019e+00,-5.302933590486645699e+00,3.858916481225023454e-02,-1.108371541069832489e-01,-6.900512158049801337e-02
-2.705561148284755647e+06,4.688695242457292043e+06,3.360430222578311805e+06,5.949781098897709980e-02,9.662220186889044493e-01,-1.038894401158798079e-03,-9.421709913760423660e+00,-1.791995553299784660e+00,9.804833150003105402e+00,2.930835875480895802e-02,8.007937318022362305e-02,5.852166544833035250e-02
-2.705553814512697048e+06,4.688698940966239199e+06,3.360433589728397317e+06,1.044877969731784761e-01,9.158280804613468939e-01,-7.166188021454110435e-02,7.333772058598697186e+00,3.698508947156369686e+00,3.367150085512548685e+00,4.498998598420137635e-02,-5.039393822755755536e-02,-7.062298581338230519e-02
-2.705553443577906117e+06,4.688706973380181007e+06,3.360429889450924471e+06,3.628915554641552743e-02,9.482250084692281922e-01,6.009819256275414356e-02,3.709347909316420555e-01,8.032413941808044910e+00,-3.700277472846210003e+00,-6.819864142676294871e-02,3.239692800788129823e-02,1.317600727772952340e-01
-2.705560929892273154e+06,4.688698660472427495e+06,3.360431914826920722e+06,-3.834934844045689156e-02,9.565565593586963233e-01,-4.650929397937238197e-02,-7.486314367037266493e+00,-8.312907753512263298e+00,2.025375996250659227e+00,-7.463850398687241205e-02,8.331550889468131160e-03,-1.066074865421265255e-01
-2.705564384882556740e+06,4.688702508575628512e+06,3.360435373841659632e+06,2.385029917063821725e-02,1.040278481695510626e+00,1.311464845590225997e-02,-3.454990283586084843e+00,3.848103201016783714e+00,3.459014738909900188e+00,6.219964761109510881e-02,8.372192233681430285e-02,5.962394243527464194e-02
-2.705565003379448783e+06,4.688697296271249652e+06,3.360435904492714908e+06,-1.259456889837083128e-02,1.105000353809502345e+00,4.515404371261723393e-02,-6.184968920424580574e-01,-5.212304378859698772e+00,5.306510552763938904e-01,-3.644486806900904680e-02,6.472187211399171858e-02,3.203939525671497396e-02
-2.705551802721713670e+06,4.688704359778000042e+06,3.360430128572711255e+06,-6.333101384451618812e-03,1.024666148946138611e+00,1.274588906751204266e-02,1.320065773511305451e+01,7.063506750389933586e+00,-5.775920003652572632e+00,6.261467513919212469e-03,-8.033420486336373401e-02,-3.240815464510519300e-02
-2.705565570619755425e+06,4.688706487546436489e+06,3.360426308363186195e+06,3.197849358206915626e-01,9.003726347477067904e-01,1.803503074360888678e-02,-1.376789804175496101e+01,2.127768436446785927e+00,-3.820209525059908628e+00,3.261180372051432075e-01,-1.242935141984318204e-01,5.289141676096844116e-03
-2.705554642125022132e+06,4.688699804574843496e+06,3.360430208540807944e+06,6.716831709183015420e-01,7.726868325445890306e-01,2.421215794561932307e-03,1.092849473329260945e+01,-6.682971592992544174e+00,3.900177621748298407e+00,3.518982350976099793e-01,-1.276858022031177597e-01,-1.561381494904695404e-02
-2.705556933054146357e+06,4.688708213666266762e+06,3.360425913872801233e+06,8.632721302916287476e-01,5.160800761539570125e-01,1.988403490158461857e-04,-2.290929124224931002e+00,8.409091423265635967e+00,-4.294668006710708141e+00,1.915889593733272056e-01,-2.566067563906320181e-01,-2.222375445546086094e-03
-2.705551121797567233e+06,4.688711412745884620e+06,3.360436791252594907e+06,9.417171668123515138e-01,1.819508743750111457e-01,6.094635337653876717e-02,5.811256579123437405e+00,3.199079617857933044e+00,1.087737979367375374e+01,7.844503652072276623e-02,-3.341292017789458946e-01,6.074751302752292442e-02
-2.705555541869176552e+06,4.688704681219810620e+06,3.360430685185191222e+06,9.948876085377363898e-01,1.180243392214424675e-01,-3.861097722687470424e-02,-4.420071609318256378e+00,-6.731526073999702930e+00,-6.106067403685301542e+00,5.317044172538487601e-02,-6.392653515356867822e-02,-9.955733060341347140e-02
-2.705555330797701608e+06,4.688717393486778252e+06,3.360429667843004689e+06,9.301196479213690305e-01,3.538203113816524442e-02,-2.085026600597045428e-03,2.110714749433100224e-01,1.271226696763187647e+01,-1.017342186532914639e+00,-6.476796061636735935e-02,-8.264230808327721611e-02,3.652595062627765621e-02
-2.705558574147118721e+06,4.688713405037268065e+06,3.360436559190974105e+06,1.067592554345983435e+00,5.079772646802870051e-02,-2.293760508117066721e-02,-3.243349417112767696e+00,-3.988449510186910629e+00,6.891347969416528940e+00,1.374729064246144050e-01,1.541569532986345609e-02,-2.085257848057362265e-02
-2.705551647190785501e+06,4.688713303297324106e+06,3.360432148509589024e+06,8.855344774856147572e-01,3.132002822924708635e-02,-3.917500305516495585e-02,6.926956333220005035e+00,-1.017399439588189125e-01,-4.410681385081261396e+00,-1.820580768603686783e-01,-1.947769823878161416e-02,-1.623739797399428864e-02
-2.705549578017826192e+06,4.688703967592319474e+06,3.360437143989417236e+06,9.685372722489429265e-01,4.853914544102825440e-02,-7.529426186452481407e-02,2.069172959309071302e+00,-9.335705004632472992e+00,4.995479828212410212e+00,8.300279476332816930e-02,1.721911721178116805e-02,-3.611925880935985822e-02
-2.705544343827897217e+06,4.688708520603965037e+06,3.360431955365577247e+06,1.070717598396355497e+00,3.093641083936026631e-02,3.859443207844748258e-02,5.234189928974956274e+00,4.553011645562946796e+00,-5.188623839989304543e+00,1.021803261474125701e-01,-1.760273460166798809e-02,1.138886939429722966e-01
-2.705548518330978695e+06,4.688711626507977024e+06,3.360442127989063971e+06,9.367754247849608973e-01,4.418465030608878519e-02,-2.126498819060017396e-03,-4.174503081478178501e+00,3.105904011987149715e+00,1.017262348672375083e+01,-1.339421736113945993e-01,1.324823946672851888e-02,-4.072093089750750128e-02
-2.705547787073974032e+06,4.688723676386035047e+06,3.360440470917471685e+06,1.030044688488228610e+00,-2.608081626032003955e-03,2.195215047389106888e-03,7.312570046633481979e-01,1.204987805802375078e+01,-1.657071592286229134e+00,9.326926370326771298e-02,-4.679273193212078741e-02,4.321713866449123850e-03
-2.705546744212410413e+06,4.688712946512926370e+06,3.360439042970814742e+06,1.027555184628608398e+00,4.447728322370844006e-02,-7.442791036663230775e-02,1.042861563619226217e+00,-1.072987310867756605e+01,-1.427946656942367554e+00,-2.489503859620212367e-03,4.708536484974044228e-02,-7.662312541402141464e-02
-2.705543251102535520e+06,4.688713301459584385e+06,3.360440457172286697e+06,1.008145272331797848e+00,4.551272703839037009e-02,-1.657312609919653346e-02,3.493109874892979860e+00,3.549466580152511597e-01,1.414201471954584122e+00,-1.940991229681054975e-02,1.035443814681930030e-03,5.785478426743577429e-02
-2.705547176856077276e+06,4.688715107098230161e+06,3.360433869334987830e+06,1.002032719677858452e+00,-6.896841669232905980e-02,-6.847802252390113031e-02,-3.925753541756421328e+00,1.805638645775616169e+00,-6.587837298866361380e+00,-6.112552653939395952e-03,-1.144811437307194368e-01,-5.190489642470459686e-02
-2.705548466803537682e+06,4.688702719443954527e+06,3.360428813149329275e+06,9.408733801071167413e-01,3.860561427406497548e-02,-2.893023219486149083e-03,-1.289947460405528545e+00,-1.238765427563339472e+01,-5.056185658555477858e+00,-6.115933957074171090e-02,1.075740309663940353e-01,6.558499930441498427e-02
-2.705536494884964079e+06,4.688709570771103725e+06,3.360427474072606303e+06,9.449156344320728262e-01,6.783740503447682757e-03,1.857103454757063482e-02,1.197191857360303402e+01,6.851327149197459221e+00,-1.339076722972095013e+00,4.042254324956084943e-03,-3.182187377061729272e-02,2.146405776705678434e-02
-2.705536252581269946e+06,4.688707199248576537e+06,3.360428548974395264e+06,9.867013943926816744e-01,-2.824948312452547072e-01,8.335318222455972981e-02,2.423036941327154636e-01,-2.371522527188062668e+00,1.074901788961142302e+00,4.178575996060884812e-02,-2.892785717487024177e-01,6.478214767698908805e-02
-2.705543296278024092e+06,4.688707047898137942e+06,3.360431401590740774e+06,7.223248607762926543e-01,-7.350604214170229911e-01,-2.571679526706751890e-03,-7.043696754146367311e+00,-1.513504385948181152e-01,2.852616345509886742e+00,-2.643765336163890201e-01,-4.525655901717682839e-01,-8.592486175126648473e-02
-2.705535013315279037e+06,4.688711292183429003e+06,3.360420977081050165e+06,4.432758376811368750e-01,-8.812360713019896652e-01,4.145751862341211930e-03,8.282962745055556297e+00,4.244285291060805321e+00,-1.042450969060882926e+01,-2.790490230951557793e-01,-1.461756498849666741e-01,6.717431389047963386e-03
-2.705550117202750873e+06,4.688711303733490407e+06,3.360430364457677584e+06,3.063767383557181589e-01,-9.024706611193819006e-01,3.791658677153102522e-03,-1.510388747183606029e+01,1.155006140470504761e-02,9.387376627419143915e+00,-1.368990993254187161e-01,-2.123458981739223539e-02,-3.540931851881094078e-04
-2.705535203020361252e+06,4.688714031726863235e+06,3.360432969960427377e+06,2.649893467297376737e-01,-9.273270494110119611e-01,-3.585438668060961925e-02,1.491418238962069154e+01,2.727993372827768326e+00,2.605502749793231487e+00,-4.138739162598048527e-02,-2.485638829163006047e-02,-3.964604535776272004e-02
-2.705538609453779645e+06,4.688704546560860239e+06,3.360431535071738530e+06,1.242767111769709082e-01,-1.080525953965368657e+00,1.099909133807779049e-02,-3.406433418393135071e+00,-9.485166002996265888e+00,-1.434888688847422600e+00,-1.407126355527667516e-01,-1.531989045543566963e-01,4.685347801868740975e-02
-2.705536390503542498e+06,4.688700158125316724e+06,3.360431334791177884e+06,9.177583629510589758e-02,-9.741473209686910550e-01,6.424298105267491066e-02,2.218950237147510052e+00,-4.388435543514788151e+00,-2.002805606462061405e-01,-3.250087488186501061e-02,1.063786329966776023e-01,5.324388971459712017e-02
-2.705545148289245553e+06,4.688707349539536983e+06,3.360438142442027107e+06,9.366064323784042966e-02,-8.812620143995655297e-01,3.694694361781197811e-02,-8.757785703055560589e+00,7.191414220258593559e+00,6.807650849223136902e+00,1.884806942734532087e-03,9.288530656912552530e-02,-2.729603743486293255e-02
-2.705535475082145073e+06,4.688710262891951948e+06,3.360432906066791154e+06,1.237103369806024783e-01,-1.030159695315564283e+00,2.442212164518710663e-02,9.673207100480794907e+00,2.913352414965629578e+00,-5.236375235952436924e+00,3.004969374276204863e-02,-1.488976809159987535e-01,-1.252482197262487149e-02
-2.705533055219251662e+06,4.688693303617605940e+06,3.360437784839124884e+06,-1.410509230603236921e-03,-8.848534181937638410e-01,6.318585029879052184e-03,2.419862893410027027e+00,-1.695927434600889683e+01,4.878772333730012178e+00,-1.251208462112057274e-01,1.453062771218004423e-01,-1.810353661530805444e-02
-2.705531567657387815e+06,4.688705330724330619e+06,3.360417381015451159e+06,3.876185619204774307e-02,-9.459403039513547551e-01,-2.995149390760080878e-03,1.487561863847076893e+00,1.202710672467947006e+01,-2.040382367372512817e+01,4.017236542265097826e-02,-6.108688575759091410e-02,-9.313734420639133496e-03
-2.705536480372077320e+06,4.688693927055706270e+06,3.360437006523615215e+06,2.089892514067247936e-02,-9.627562217175078541e-01,-3.023773151105106985e-02,-4.912714689504355192e+00,-1.140366862434893847e+01,1.962550816405564547e+01,-1.786293105137526371e-02,-1.681591776615309897e-02,-2.724258212029099027e-02
-2.705534569925009739e+06,4.688702056776061654e+06,3.360446766023634933e+06,2.090477597202840959e-02,-9.727024683929189619e-01,1.001113963089932286e-02,1.910447067581117153e+00,8.129720355384051800e+00,9.759500019717961550e+00,5.850831355930230515e-06,-9.946246675411107852e-03,4.024887114195039445e-02
