gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s),delta_x,delta_y,delta_z,delta_vx,delta_vy,delta_vz
-2.706490866499844939e+06,4.688699132182450034e+06,3.360418138587990776e+06,-3.965859495833431309e-02,1.020742579924747595e+00,1.277574921323157697e-01,-2.680788164958357811e+00,1.051688865199685097e+01,-1.867787678074091673e+01,-7.458239134366750900e-02,4.508048059427949283e-03,4.670332405193192149e-02
-2.706492717562461272e+06,4.688693424389722757e+06,3.360443546793076210e+06,3.196693945862088410e-02,1.022310146842311696e+00,-1.735783085093017472e-02,-1.851062616333365440e+00,-5.707792727276682854e+00,2.540820508543401957e+01,7.162553441695519718e-02,1.567566917564100493e-03,-1.451153229832459479e-01
-2.706499930852944963e+06,4.688694159196000546e+06,3.360435682699433994e+06,3.109875065434999919e-02,1.039736614566082240e+00,2.384313828521471626e-02,-7.213290483690798283e+00,7.348062777891755104e-01,-7.864093642216175795e+00,-8.681888042708849063e-04,1.742646772377054454e-02,4.120096913614489098e-02
-2.706494192149295937e+06,4.688697768775196746e+06,3.360441157871673815e+06,1.258686504529601125e-01,9.862238707425421413e-01,-3.528662741804102203e-04,5.738703649025410414e+00,3.609579196199774742e+00,5.475172239821404219e+00,9.476989979861011326e-02,-5.351274382354009873e-02,-2.419600455939512756e-02
-2.706501810664728284e+06,4.688701257614217699e+06,3.360434069782114122e+06,3.598449775545305152e-02,9.894789739307648935e-01,-4.185927614257523716e-02,-7.618515432346612215e+00,3.488839020952582359e+00,-7.088089559692889452e+00,-8.988415269750706094e-02,3.255103188222752131e-03,-4.150640986839482932e-02
-2.706494784889474045e+06,4.688700328075640835e+06,3.360432454290317371e+06,7.520801427216503021e-02,9.769165600647099490e-01,6.278215265234148024e-02,7.025775254238396883e+00,-9.295385768637061119e-01,-1.615491796750575304e+00,3.922351651671197870e-02,-1.256241386605494448e-02,1.046414287949167243e-01
-2.706491696890252177e+06,4.688697181499369442e+06,3.360433746300519444e+06,-2.332242303001163392e-02,9.529207177442764465e-01,-6.335973786275156394e-02,3.087999221868813038e+00,-3.146576271392405033e+00,1.292010202072560787e+00,-9.853043730217667107e-02,-2.399584232043350251e-02,-1.261418905150930581e-01
-2.706492166693653911e+06,4.688707421080289409e+06,3.360426758568534162e+06,1.633508475907613500e-02,9.809396180767987472e-01,8.734430090121542145e-02,-4.698034017346799374e-01,1.023958091996610165e+01,-6.987731985282152891e+00,3.965750778908776891e-02,2.801890033252230072e-02,1.507040387639669854e-01
-2.706496782974493690e+06,4.688708040767773986e+06,3.360434816161394585e+06,2.948403636885413293e-01,9.483463988304562386e-01,4.016397973729363136e-02,-4.616280839778482914e+00,6.196874845772981644e-01,8.057592860423028469e+00,2.785052789294651943e-01,-3.259321924634250855e-02,-4.718032116392179010e-02
-2.706489412383363582e+06,4.688705601654409431e+06,3.360433129796192050e+06,7.434393171557052149e-01,6.700905851044930417e-01,1.100070201559334299e-01,7.370591130107641220e+00,-2.439113364554941654e+00,-1.686365202534943819e+00,4.485989534671638856e-01,-2.782558137259631970e-01,6.984304041863979851e-02
-2.706490297120522708e+06,4.688711231745093130e+06,3.360438475985429250e+06,8.351778039447880220e-01,4.264695732109713422e-01,-1.453315871025402141e-03,-8.847371591255068779e-01,5.630090683698654175e+00,5.346189237199723721e+00,9.173848678908280707e-02,-2.436210118935216995e-01,-1.114603360269588311e-01
-2.706479842738227919e+06,4.688705351974305697e+06,3.360421377546297386e+06,1.037566180108928204e+00,2.730006130396622765e-01,1.272597927443729418e-02,1.045438229478895664e+01,-5.879770787432789803e+00,-1.709843913186341524e+01,2.023883761641401824e-01,-1.534689601713090656e-01,1.417929514546269545e-02
-2.706487441449408419e+06,4.688716572935190983e+06,3.360435207779263612e+06,9.147560510720208482e-01,1.909787565116412844e-01,4.702561610683927106e-03,-7.598711180500686169e+00,1.122096088528633118e+01,1.383023296622559428e+01,-1.228101290369073562e-01,-8.202185652802099214e-02,-8.023417663753366208e-03
-2.706475142553184647e+06,4.688705147488481365e+06,3.360435461100159213e+06,9.691053741525285092e-01,1.080784943609101600e-01,4.647564782644983405e-02,1.229889622377231717e+01,-1.142544670961797237e+01,2.533208956010639668e-01,5.434932308050766103e-02,-8.290026215073112437e-02,4.177308621576590608e-02
-2.706485637703136541e+06,4.688701263576510362e+06,3.360433008722238708e+06,1.055624043893177433e+00,1.292573105368239328e-01,-2.106166552514966359e-02,-1.049514995189383626e+01,-3.883911971002817154e+00,-2.452377920504659414e+00,8.651866974064892357e-02,2.117881617591377275e-02,-6.753731335159950111e-02
-2.706487781531400047e+06,4.688709470108276233e+06,3.360431507176429965e+06,1.057730190344985166e+00,3.381159715772838470e-02,-3.340628694691506057e-02,-2.143828263506293297e+00,8.206531765870749950e+00,-1.501545808743685484e+00,2.106146451807733300e-03,-9.544571337909554809e-02,-1.234462142176539698e-02
-2.706482580645362381e+06,4.688707111829293892e+06,3.360422166505259927e+06,9.771397004278199461e-01,-4.267746244519319415e-02,6.056710182031319750e-02,5.200886037666350603e+00,-2.358278982341289520e+00,-9.340671170037239790e+00,-8.059048991716522004e-02,-7.648905960292157191e-02,9.397338876722825807e-02
-2.706487790684127249e+06,4.688698611556394026e+06,3.360419562409996055e+06,1.048134023785841862e+00,-2.918221367091923188e-02,5.299802930730451722e-02,-5.210038764867931604e+00,-8.500272899866104126e+00,-2.604095263872295618e+00,7.099432335802191574e-02,1.349524877427396227e-02,-7.569072513008680281e-03
-2.706479656084532384e+06,4.688706219687683508e+06,3.360422595512993168e+06,9.901834079227072039e-01,9.622224649519992012e-02,1.350002573992602900e-02,8.134599594864994287e+00,7.608131289482116699e+00,3.033102997113019228e+00,-5.795061586313465796e-02,1.254044601661191416e-01,-3.949800356737848822e-02
-2.706484389267774299e+06,4.688702861750391312e+06,3.360424914450156037e+06,9.352159938673889616e-01,-3.558911593498538528e-02,-9.942564238331008664e-02,-4.733183241914957762e+00,-3.357937292195856571e+00,2.318937162868678570e+00,-5.496741405531824221e-02,-1.318113624301853193e-01,-1.129256681232361226e-01
-2.706478667669237591e+06,4.688708381405091844e+06,3.360416293483017012e+06,1.046866161344979895e+00,7.388676693494558578e-02,4.681674657040721388e-02,5.721598536707460880e+00,5.519654700532555580e+00,-8.620967139024287462e+00,1.116501674775909336e-01,1.094758828699309711e-01,1.462423889537173005e-01
-2.706483306658668444e+06,4.688703636509568430e+06,3.360430450170990545e+06,9.905997948493405758e-01,1.713942279316227682e-02,6.302994925271429918e-03,-4.638989430852234364e+00,-4.744895523414015770e+00,1.415668797353282571e+01,-5.626636649563931947e-02,-5.674734414178331243e-02,-4.051375164513578570e-02
-2.706482330888778903e+06,4.688717478006443940e+06,3.360423985755508766e+06,1.057461075286793895e+00,-2.404088877094643154e-02,-3.086822811897831087e-02,9.757698895409703255e-01,1.384149687550961971e+01,-6.464415481779724360e+00,6.686128043745331873e-02,-4.118031156410870836e-02,-3.717122304424973905e-02
-2.706466872915952001e+06,4.688711356915475801e+06,3.360426068670923356e+06,9.553364748108029714e-01,-2.057419111118887617e-02,8.028670303455050228e-02,1.545797282690182328e+01,-6.121090968139469624e+00,2.082915414590388536e+00,-1.021246004759909232e-01,3.466697659757555366e-03,1.111549311535288131e-01
-2.706480919051371515e+06,4.688702664426854812e+06,3.360442428025689907e+06,9.921834943536457230e-01,4.800528576320817198e-02,-6.927592602421227264e-02,-1.404613541951403022e+01,-8.692488620989024639e+00,1.635935476655140519e+01,3.684701954284275160e-02,6.857947687439705509e-02,-1.495626290587627749e-01
-2.706474584537545685e+06,4.688698583914326504e+06,3.360427544259365182e+06,9.044518761848313604e-01,5.584111550320058903e-02,-7.594339652319130607e-02,6.334513825830072165e+00,-4.080512528307735920e+00,-1.488376632472500205e+01,-8.773161816881436259e-02,7.835829739992417053e-03,-6.667470498979033433e-03
-2.706469020986325573e+06,4.688706863391761668e+06,3.360420832695984747e+06,9.447445920925870988e-01,-8.288447439722916588e-02,-3.587756959604843782e-02,5.563551220111548901e+00,8.279477435164153576e+00,-6.711563380435109138e+00,4.029271590775573841e-02,-1.387255899004297688e-01,4.006582692714286825e-02
-2.706477698417823296e+06,4.688710350390229374e+06,3.360436370816005394e+06,9.829394691138555462e-01,-4.055782898063399478e-02,5.546293285855864730e-02,-8.677431497722864151e+00,3.486998467706143856e+00,1.553812002064660192e+01,3.819487702126844741e-02,4.232664541659517110e-02,9.134050245460709205e-02
-2.706478672304355074e+06,4.688696065273951739e+06,3.360436916730069090e+06,9.939547677201842069e-01,6.402133165917591254e-03,5.449516836330908082e-02,-9.738865317776799202e-01,-1.428511627763509750e+01,5.459140636958181858e-01,1.101529860632866065e-02,4.695996214655158429e-02,-9.677644952495664810e-04
-2.706475309568781871e+06,4.688704107056526467e+06,3.360438735877819359e+06,1.010319853431968840e+00,1.245810334184243306e-01,-4.369566235910468319e-03,3.362735573202371597e+00,8.041782574728131294e+00,1.819147750269621611e+00,1.636508571178463267e-02,1.181789002525067411e-01,-5.886473459921955087e-02
-2.706469105671339203e+06,4.688710752690100111e+06,3.360424509380508680e+06,1.009090803634342448e+00,-2.406524326341999073e-02,-2.996189199156783223e-02,6.203897442668676376e+00,6.645633573643863201e+00,-1.422649731067940593e+01,-1.229049797626391438e-03,-1.486462766818443249e-01,-2.559232575565736217e-02
-2.706474202660338953e+06,4.688708169991506264e+06,3.360418831240255386e+06,9.733895578567998141e-01,1.877532696238311608e-02,-1.038047168189110137e-01,-5.096988999750465155e+00,-2.582698593847453594e+00,-5.678140253294259310e+00,-3.570124577754263395e-02,4.284057022580310681e-02,-7.384282482734318143e-02
-2.706472596139099915e+06,4.688708990315157920e+06,3.360429476790556684e+06,1.001596741655611744e+00,-2.474285713685240307e-01,3.704034555062512592e-03,1.606521239038556814e+00,8.203236516565084457e-01,1.064555030129849911e+01,2.820718379881193005e-02,-2.662038983309071294e-01,1.075087513739735323e-01
-2.706471413024113514e+06,4.688703104710679501e+06,3.360430316175282467e+06,7.113882446936278248e-01,-7.342697071893177219e-01,-9.522766015277880306e-04,1.183114986401051283e+00,-5.885604478418827057e+00,8.393847257830202579e-01,-2.902084969619839194e-01,-4.868411358207936912e-01,-4.656311156590300405e-03
-2.706463679926604498e+06,4.688696941583210602e+06,3.360427000426869839e+06,3.032654236613102627e-01,-9.199347943732069099e-01,-6.046924977949422186e-02,7.733097509015351534e+00,-6.163127468898892403e+00,-3.315748412627726793e+00,-4.081228210323175620e-01,-1.856650871838891881e-01,-5.951697317796643405e-02
-2.706471919206189923e+06,4.688709264883563854e+06,3.360436022236698307e+06,2.737804990861748555e-01,-8.704730463480386815e-01,2.836868998766050535e-03,-8.239279585424810648e+00,1.232330035325139761e+01,9.021809828467667103e+00,-2.948492457513540721e-02,4.946174802516822844e-02,6.330611877826027023e-02
-2.706468436967712361e+06,4.688704620280749165e+06,3.360422541256031953e+06,2.304076586266698423e-01,-9.702281789999016581e-01,-3.267800014306535689e-02,3.482238477561622858e+00,-4.644602814689278603e+00,-1.348098066635429859e+01,-4.337284045950501321e-02,-9.975513265186297662e-02,-3.551486914183140525e-02
-2.706473859857141972e+06,4.688699537197605707e+06,3.360428860058657359e+06,5.132918873483832689e-02,-9.835089625035338123e-01,-2.408843142775870041e-02,-5.422889429610222578e+00,-5.083083143457770348e+00,6.318802625406533480e+00,-1.790784698918315154e-01,-1.328078350363215421e-02,8.589568715306656471e-03
-2.706472896018459462e+06,4.688704667711998336e+06,3.360429085557051003e+06,6.162205916790138016e-02,-9.156108236287655577e-01,5.292562637544088316e-02,9.638386825099587440e-01,5.130514392629265785e+00,2.254983936436474323e-01,1.029287043306305327e-02,6.789813887476825460e-02,7.701405780319958705e-02
-2.706473760845493525e+06,4.688707585446235724e+06,3.360431124458168168e+06,1.131761745399645080e-01,-9.465825161945768951e-01,-4.089844058239088670e-02,-8.648270340636372566e-01,2.917734237387776375e+00,2.038901117164641619e+00,5.155411537206312789e-02,-3.097169256581133734e-02,-9.382406695783176986e-02
-2.706471644569815136e+06,4.688698380583008751e+06,3.360433026285432745e+06,1.316545044290236451e-02,-9.918186876703294352e-01,2.919165209838142303e-02,2.116275678388774395e+00,-9.204863226972520351e+00,1.901827264577150345e+00,-1.000107240970621453e-01,-4.523617147575254016e-02,7.009009268077230626e-02
-2.706480333889017813e+06,4.688700296448030509e+06,3.360444962295375299e+06,1.821545167010213406e-02,-1.079943976578775278e+00,4.809628700668827639e-02,-8.689319202676415443e+00,1.915865021757781506e+00,1.193600994255393744e+01,5.050001227199769557e-03,-8.812528890844584240e-02,1.890463490830685336e-02
-2.706468564500737004e+06,4.688686504302428104e+06,3.360425671194002964e+06,3.922899358561196537e-02,-1.040271557383724010e+00,1.065450299690906821e-01,1.176938828080892563e+01,-1.379214560240507126e+01,-1.929110137233510613e+01,2.101354191550983130e-02,3.967241919505126724e-02,5.844874296240240574e-02
-2.706465146332744975e+06,4.688691344610785134e+06,3.360445526609490626e+06,1.471515828936262871e-01,-1.004095874284364420e+00,4.441181462017410042e-02,3.418167992029339075e+00,4.840308357030153275e+00,1.985541548766195774e+01,1.079225893080143217e-01,3.617568309935959014e-02,-6.213321534891658171e-02
-2.706464443494479638e+06,4.688690746989994310e+06,3.360430547853902914e+06,1.443260295814186196e-02,-9.764617567851403557e-01,1.598511498153318972e-02,7.028382653370499611e-01,-5.976207908242940903e-01,-1.497875558771193027e+01,-1.327189799354844268e-01,2.763411749922406457e-02,-2.842669963864091071e-02
-2.706473159828961361e+06,4.688691872151417658e+06,3.360437297919863835e+06,2.310816961662327113e-02,-1.046152676941912718e+00,-5.940567507340177578e-02,-8.716334481723606586e+00,1.125161423347890377e+00,6.750065960921347141e+00,8.675566658481409163e-03,-6.969092015677236240e-02,-7.539079005493495855e-02
-2.706482436234735418e+06,4.688693143934549764e+06,3.360440643450709991e+06,9.272515247657377169e-02,-9.880806433135661537e-01,-3.347291868578939743e-03,-9.276405774056911469e+00,1.271783132106065750e+00,3.345530846156179905e+00,6.961698285995049362e-02,5.807203362834656435e-02,5.605838320482283560e-02
-2.706470541751989163e+06,4.688689869078004733e+06,3.360434002089065034e+06,-4.814823760122146495e-02,-1.077963325394905691e+00,1.441099783770235880e-04,1.189448274625465274e+01,-3.274856545031070709e+00,-6.641361644957214594e+00,-1.408733900777952297e-01,-8.988268208133953774e-02,3.491401846955963142e-03
-2.706468662029947154e+06,4.688698188000556082e+06,3.360433077044175006e+06,2.068565632054716191e-02,-9.641283662348280048e-01,2.752347238208425681e-03,1.879722042009234428e+00,8.318922551348805428e+00,-9.250448900274932384e-01,6.883389392176862687e-02,1.138349591600776867e-01,2.608237259831402283e-03
-2.706475559947572649e+06,4.688689910162474029e+06,3.360435027068126947e+06,8.097339664541564064e-02,-1.046727328353110442e+00,-9.867593192316052864e-03,-6.897917625494301319e+00,-8.277838082052767277e+00,1.950023951940238476e+00,6.028774032486847873e-02,-8.259896211828243739e-02,-1.261994043052447854e-02
-2.706456094691451173e+06,4.688691800882817246e+06,3.360431743131430354e+06,3.308217241910497292e-02,-9.806162141563645740e-01,-2.366239869349825997e-02,1.946525612147524953e+01,1.890720343217253685e+00,-3.283936696592718363e+00,-4.789122422631066772e-02,6.611111419674586820e-02,-1.379480550118220711e-02
-2.706476314798032865e+06,4.688691822533717379e+06,3.360427032238856424e+06,-2.018381615305512439e-02,-9.206340677679214490e-01,1.663040843897265614e-02,-2.022010658169165254e+01,2.165090013295412064e-02,-4.710892573930323124e+00,-5.326598857216009730e-02,5.998214638844312496e-02,4.029280713247091611e-02
-2.706471755262387916e+06,4.688700181508660316e+06,3.360431356082288548e+06,2.872176821848494987e-01,-9.564164284553187123e-01,2.685010889332317685e-02,4.559535644948482513e+00,8.358974942937493324e+00,4.323843432124704123e+00,3.074014983379046440e-01,-3.578236068739726328e-02,1.021970045435052071e-02
-2.706466174300884828e+06,4.688682981869917363e+06,3.360435787741047796e+06,6.900113902158779844e-01,-6.407908813242612078e-01,-6.666100549465589498e-02,5.580961503088474274e+00,-1.719963874295353889e+01,4.431658759247511625e+00,4.027937080310284856e-01,3.156255471310575045e-01,-9.351111438797907183e-02
-2.706463816819243133e+06,4.688685631245636381e+06,3.360425331910666544e+06,9.055039848971438987e-01,-4.336106411800039750e-01,-6.918799747792071103e-03,2.357481641694903374e+00,2.649375719018280506e+00,-1.045583038125187159e+01,2.154925946812659143e-01,2.071802401442572328e-01,5.974220574686382734e-02
-2.706472346507708542e+06,4.688686328475790098e+06,3.360419066326844040e+06,9.579013965256903962e-01,-1.684664789922357409e-01,-8.611816504607945275e-03,-8.529688465408980846e+00,6.972301537171006203e-01,-6.265583822503685951e+00,5.239741162854649748e-02,2.651441621877682620e-01,-1.693016756815874171e-03
-2.706467528202957474e+06,4.688699026429149322e+06,3.360438620956395753e+06,9.892856644832798141e-01,-2.226786942105235256e-01,-5.047101497029309741e-02,4.818304751068353653e+00,1.269795335922390223e+01,1.955462955171242356e+01,3.138426795758941790e-02,-5.421221521828778478e-02,-4.185919846568515040e-02
-2.706458916372604202e+06,4.688693089844852686e+06,3.360431627808262594e+06,1.024229258020014743e+00,-1.306347812042954748e-01,-1.127671323736120258e-02,8.611830353271216154e+00,-5.936584296636283398e+00,-6.993148133158683777e+00,3.494359353673492929e-02,9.204391300622805083e-02,3.919430173293189656e-02
-2.706471693390654866e+06,4.688689801384631544e+06,3.360425841064057779e+06,1.038046824168979310e+00,-1.171225275616308292e-02,-1.724235514707870903e-03,-1.277701805066317320e+01,-3.288460221141576767e+00,-5.786744204815477133e+00,1.381756614896456625e-02,1.189225284481323919e-01,9.552477722653331463e-03
-2.706462901780355722e+06,4.688682829789013602e+06,3.360425383664478082e+06,1.087158770490138204e+00,4.702493399456830758e-03,1.148499256204915248e-01,8.791610299143940210e+00,-6.971595617942512035e+00,-4.573995796963572502e-01,4.911194632115889469e-02,1.641474615561991368e-02,1.165741611351993889e-01
-2.706471625187237281e+06,4.688682835921750404e+06,3.360445269813699648e+06,9.789750348304521177e-01,2.849534308016545350e-03,2.598916790457329179e-02,-8.723406881559640169e+00,6.132736802101135254e-03,1.988614922156557441e+01,-1.081837356596860866e-01,-1.852959091440285408e-03,-8.886075771591822603e-02
-2.706457618836566806e+06,4.688689603388757445e+06,3.360423844179735519e+06,9.346933043774643401e-01,4.471434033254037543e-02,2.522566599587410321e-02,1.400635067047551274e+01,6.767467007040977478e+00,-2.142563396412879229e+01,-4.428173045298777755e-02,4.186480602452383182e-02,-7.635019086991885751e-04
-2.706459375851171557e+06,4.688683465650573373e+06,3.360430842910001520e+06,1.044542998570280989e+00,-6.093159295169873341e-02,-3.584374836847134538e-02,-1.757014604751020670e+00,-6.137738184072077274e+00,6.998730266001075506e+00,1.098496941928166493e-01,-1.056459332842391019e-01,-6.106941436434544512e-02
-2.706465357197495643e+06,4.688686019284865819e+06,3.360437714732007589e+06,1.006108305372453549e+00,-6.092821158220667471e-02,-6.596899845987833078e-02,-5.981346324086189270e+00,2.553634292446076870e+00,6.871822006069123745e+00,-3.843469319782744087e-02,3.381369492058694526e-06,-3.012525009140698540e-02
-2.706454628564524930e+06,4.688685508089034818e+06,3.360430446786997374e+06,1.081038155946563384e+00,-1.544728403797588495e-02,7.320327471237950308e-03,1.072863297071307898e+01,-5.111958310008049011e-01,-7.267945010215044022e+00,7.492985057410983529e-02,4.548092754423078976e-02,7.328932593111628369e-02
-2.706460485366625711e+06,4.688695052432870492e+06,3.360432541885686107e+06,9.709593986857107950e-01,2.555849159964664746e-02,1.479910995352306559e-02,-5.856802100781351328e+00,9.544343835674226284e+00,2.095098688732832670e+00,-1.100787572608525888e-01,4.100577563762253241e-02,7.478782482285115281e-03
-2.706451026363795623e+06,4.688680392729860730e+06,3.360436662163952366e+06,1.067075726568466942e+00,1.834194010296817320e-02,1.349947860364662522e-01,9.459002830088138580e+00,-1.465970300976186991e+01,4.120278266258537769e+00,9.611632788275614736e-02,-7.216551496678474259e-03,1.201956760829431814e-01
-2.706463207922682632e+06,4.688683609255510382e+06,3.360417906877571717e+06,9.066418532729111357e-01,-1.558255648731023471e-02,1.024565582688463233e-01,-1.218155888700857759e+01,3.216525649651885033e+00,-1.875528638064861298e+01,-1.604338732955558067e-01,-3.392449659027840791e-02,-3.253822776761992885e-02
-2.706453557208846323e+06,4.688685633000822738e+06,3.360432388777124230e+06,1.093764546182619979e+00,-2.215813280627236537e-02,-6.907596371212224376e-03,9.650713836308568716e+00,2.023745312355458736e+00,1.448189955251291394e+01,1.871226929097088432e-01,-6.575576318962130656e-03,-1.093641546400585529e-01
-2.706453981381734367e+06,4.688681157205848955e+06,3.360432002396487165e+06,1.036377230124171822e+00,-1.324599265557044499e-02,9.414373345260693485e-03,-4.241728880442678928e-01,-4.475794973783195019e+00,-3.863806370645761490e-01,-5.738731605844815675e-02,8.912140150701920380e-03,1.632196971647291786e-02
-2.706449414927483071e+06,4.688682883114483207e+06,3.360433960461266804e+06,1.024324783124528127e+00,2.551907717919970828e-02,-8.597460615962945751e-02,4.566454251296818256e+00,1.725908634252846241e+00,1.958064779639244080e+00,-1.205244699964369559e-02,3.876506983477015500e-02,-9.538897950489015620e-02
-2.706450125887357630e+06,4.688689893930613063e+06,3.360427528494873084e+06,8.927666545309604906e-01,-3.736697898799667267e-02,-4.180646198251697365e-02,-7.109598745591938496e-01,7.010816129855811596e+00,-6.431966393720358610e+00,-1.315581285935676359e-01,-6.288605616719637748e-02,4.416814417711248386e-02
-2.706457245158567093e+06,4.688685745347025804e+06,3.360423979829405900e+06,9.146152890143384173e-01,1.188443415536383566e-02,-6.568517017989912790e-03,-7.119271209463477135e+00,-4.148583587259054184e+00,-3.548665467184036970e+00,2.184863448337792668e-02,4.925141314336051179e-02,3.523794496452706260e-02
-2.706448712358660996e+06,4.688688251573910937e+06,3.360421443295815494e+06,1.002488003426936114e+00,-5.905936747727317387e-02,5.011166582981122636e-03,8.532799906097352505e+00,2.506226885132491589e+00,-2.536533590406179428e+00,8.787271441259769666e-02,-7.094380163263701300e-02,1.157968360097103543e-02
-2.706447147590921260e+06,4.688683622512289323e+06,3.360438809103071690e+06,9.779201051058745708e-01,-5.019933930682052292e-02,-3.348299284999361330e-02,1.564767739735543728e+00,-4.629061621613800526e+00,1.736580725619569421e+01,-2.456789832106154314e-02,8.860028170452650953e-03,-3.849415943297473941e-02
-2.706440333768174518e+06,4.688680270870131440e+06,3.360427512590175029e+06,9.978706748764564205e-01,2.394131673019912476e-01,-2.126652732392099454e-02,6.813822746742516756e+00,-3.351642157882452011e+00,-1.129651289666071534e+01,1.995056977058184966e-02,2.896125066088117705e-01,1.221646552607261876e-02
-2.706450820519486442e+06,4.688677980334476568e+06,3.360447675397958141e+06,8.116011186787576159e-01,7.426119725440297747e-01,-6.193681484145982345e-03,-1.048675131192430854e+01,-2.290535654872655869e+00,2.016280778311192989e+01,-1.862695561976988046e-01,5.031988052420385271e-01,1.507284583977501133e-02
-2.706440834076614119e+06,4.688672273013619706e+06,3.360426311253163498e+06,4.423192796189641673e-01,8.359874484948156548e-01,5.315461762665407708e-02,9.986442872323095798e+00,-5.707320856861770153e+00,-2.136414479464292526e+01,-3.692818390597934486e-01,9.337547595078588003e-02,5.934829911080005682e-02
-2.706443876516440418e+06,4.688688119895292446e+06,3.360437579678430688e+06,2.948056998027324682e-01,9.529081903195261161e-01,-5.015427365786619129e-02,-3.042439826298505068e+00,1.584688167273998260e+01,1.126842526718974113e+01,-1.475135798162316991e-01,1.169207418247104613e-01,-1.033088912845202684e-01
-2.706445258460168261e+06,4.688687968034472317e+06,3.360428577706966083e+06,1.498754063996880492e-01,9.799861966936274094e-01,6.344125816741154333e-02,-1.381943727843463421e+00,-1.518608201295137405e-01,-9.001971464604139328e+00,-1.449302934030444190e-01,2.707800637410129330e-02,1.135955318252777346e-01
-2.706442396306294017e+06,4.688682688385646790e+06,3.360429932765411679e+06,1.023472938919436498e-01,1.024788728988265341e+00,-3.271750676287851073e-02,2.862153874244540930e+00,-5.279648825526237488e+00,1.355058445595204830e+00,-4.752811250774439944e-02,4.480253229463793119e-02,-9.615876493029004712e-02
-2.706438022256738041e+06,4.688694792798348702e+06,3.360432873369649518e+06,-6.809124949250830450e-03,1.060547734092408545e+00,4.749638824541647236e-02,4.374049555975943804e+00,1.210441270191222429e+01,2.940604237839579582e+00,-1.091564188411944802e-01,3.575900510414320443e-02,8.021389500829498309e-02
-2.706441658754956443e+06,4.688685802849953063e+06,3.360422726492871065e+06,1.473283655631983657e-02,1.095477861050455859e+00,-5.498172780866585063e-02,-3.636498218402266502e+00,-8.989948395639657974e+00,-1.014687677845358849e+01,2.154196150557066702e-02,3.493012695804731393e-02,-1.024781160540823299e-01
-2.706450733586753253e+06,4.688685717516167089e+06,3.360439657826357987e+06,-6.432996402729078411e-02,1.023086406035346396e+00,-3.738386439509260722e-02,-9.074831796810030937e+00,-8.533378597348928452e-02,1.693133348692208529e+01,-7.906280058361062069e-02,-7.239145501510946268e-02,1.759786341357324341e-02
-2.706436774433703162e+06,4.688706251559026539e+06,3.360442766232917085e+06,8.232029194428171215e-02,1.035784581928770098e+00,2.002580942773938763e-02,1.395915305009111762e+01,2.053404285944998264e+01,3.108406559098511934e+00,1.466502559715724963e-01,1.269817589342370212e-02,5.740967382283199139e-02
-2.706440187989896629e+06,4.688692677856203169e+06,3.360437635732898023e+06,8.093216810338987183e-03,9.306332035217006471e-01,1.536111869451132128e-03,-3.413556193467229605e+00,-1.357370282337069511e+01,-5.130500019062310457e+00,-7.422707513394272150e-02,-1.051513784070694513e-01,-1.848969755828825529e-02
-2.706440837080290075e+06,4.688694116232872009e+06,3.360434086137446575e+06,-5.914761977741602589e-02,8.878456632313638242e-01,-2.989477360599746697e-02,-6.490903934463858604e-01,1.438376668840646744e+00,-3.549595451448112726e+00,-6.724083658775500960e-02,-4.278754029033682293e-02,-3.143088547544859584e-02
-2.706441603242075071e+06,4.688699900438323617e+06,3.360415859021649696e+06,6.957894040584745692e-03,9.999310851601989070e-01,-2.495301343275383235e-02,-7.661617849953472614e-01,5.784205451607704163e+00,-1.822711579687893391e+01,6.610551381800076898e-02,1.120854219288350828e-01,4.941760173243634618e-03
-2.706446535917200614e+06,4.688698885830917396e+06,3.360441394109735265e+06,1.332132690508328332e-01,9.570551622039115136e-01,2.796257449217355584e-02,-4.932675125543028116e+00,-1.014607406221330166e+00,2.553508808556944132e+01,1.262553750102480832e-01,-4.287592295628739336e-02,5.291558792492738472e-02
-2.706434148731584195e+06,4.688695334463001229e+06,3.360420409957540687e+06,1.204372365847452067e-02,9.829511288305630146e-01,7.636922085414051681e-03,1.238718561641871929e+01,-3.551367916166782379e+00,-2.098415219457820058e+01,-1.211695453923583160e-01,2.589596662665150095e-02,-2.032565240675950416e-02
-2.706436792618562002e+06,4.688705902146864682e+06,3.360445760762551799e+06,-7.393769957990107070e-03,9.859514353255928176e-01,7.951995895076796605e-02,-2.643886977806687355e+00,1.056768386345356703e+01,2.535080501111224294e+01,-1.943749361646462948e-02,3.000306495029803067e-03,7.188303686535391090e-02
-2.706437980867153965e+06,4.688707260647790506e+06,3.360434845479525160e+06,5.942724510173044705e-02,9.743410945968007386e-01,3.400189365358362997e-02,-1.188248591963201761e+00,1.358500925824046135e+00,-1.091528302663937211e+01,6.682101505972055933e-02,-1.161034072879207901e-02,-4.551806529718433608e-02
-2.706452555553584825e+06,4.688708991567566060e+06,3.360440246215738822e+06,-1.936574872687060050e-02,1.023678781195358933e+00,-4.899553305678560483e-02,-1.457468643086031079e+01,1.730919775553047657e+00,5.400736213661730289e+00,-7.879299382860105450e-02,4.933768659855819472e-02,-8.299742671036923480e-02
